timestamp,coolant_c
2026-05-05 06:00:00,56.9818
,
2026-05-05 06:00:00,84.1367
2026-05-05 06:20:00,93.725
2026-05-05 06:40:00,94.5817
2026-05-05 07:00:00,94.5667
,
2026-05-05 07:20:00,94.5042
2026-05-05 07:40:00,94.5825
2026-05-05 08:00:00,94.4133
2026-05-05 08:20:00,94.4275
2026-05-05 08:40:00,94.3675
2026-05-05 09:00:00,94.2142
2026-05-05 09:20:00,94.2222
,
2026-05-06 07:00:00,56.95
2026-05-06 07:20:00,89.205
2026-05-06 07:40:00,93.8792
2026-05-06 08:00:00,94.5808
2026-05-06 08:20:00,94.3658
2026-05-06 08:40:00,94.1408
2026-05-06 09:00:00,94.4802
,
2026-05-06 10:00:00,69.6457
2026-05-06 10:20:00,91.7133
2026-05-06 10:40:00,94.1375
2026-05-06 11:00:00,94.0902
,
2026-05-06 11:20:00,95.0236
,
2026-05-06 12:00:00,93.9474
2026-05-06 12:20:00,94.1783
2026-05-06 12:40:00,94.2175
2026-05-06 13:00:00,93.7056
,
2026-05-07 06:00:00,75.9192
2026-05-07 06:20:00,93.2042
2026-05-07 06:40:00,93.7783
2026-05-07 07:00:00,94.645
2026-05-07 07:20:00,94.2158
2026-05-07 07:40:00,94.2419
,
2026-05-07 10:00:00,59.0464
2026-05-07 10:20:00,90.0842
2026-05-07 10:40:00,93.8867
2026-05-07 11:00:00,93.9089
,
2026-05-07 12:00:00,94.2123
2026-05-07 12:20:00,94.0125
2026-05-07 12:40:00,94.43
2026-05-07 13:00:00,94.135
,
2026-05-08 06:40:00,57.4708
2026-05-08 07:00:00,89.4983
2026-05-08 07:20:00,94.4167
2026-05-08 07:40:00,94.3192
2026-05-08 08:00:00,94.2
,
2026-05-08 09:40:00,81.9582
2026-05-08 10:00:00,94.4517
2026-05-08 10:20:00,94.49
2026-05-08 10:40:00,94.3929
,
2026-05-08 12:20:00,74.354
2026-05-08 12:40:00,93.8925
2026-05-08 13:00:00,94.5
,
2026-05-08 13:40:00,93.9549
2026-05-08 14:00:00,94.4042
,
2026-05-09 07:20:00,82.3633
2026-05-09 07:40:00,94.0333
2026-05-09 08:00:00,94.06
2026-05-09 08:20:00,93.8941
,
2026-05-09 09:40:00,79.5424
2026-05-09 10:00:00,93.9608
2026-05-09 10:20:00,94.5908
2026-05-09 10:40:00,94.6575
2026-05-09 11:00:00,94.5105
,
2026-05-09 11:20:00,77.84
2026-05-09 11:40:00,92.7317
2026-05-09 12:00:00,94.2891
,
2026-05-09 12:40:00,94.0533
2026-05-09 13:00:00,94.1992
2026-05-09 13:20:00,94.1591
,
2026-05-10 07:20:00,51.2444
2026-05-10 07:40:00,87.64
2026-05-10 08:00:00,93.6167
2026-05-10 08:20:00,93.9283
2026-05-10 08:40:00,94.0092
2026-05-10 09:00:00,93.9375
2026-05-10 09:20:00,94.1029
,
2026-05-10 11:00:00,75.1479
2026-05-10 11:20:00,93.5342
2026-05-10 11:40:00,94.2942
2026-05-10 12:00:00,94.2646
,
2026-05-10 12:20:00,93.425
2026-05-10 12:40:00,93.8412
,
2026-05-10 13:00:00,94.0928
2026-05-10 13:20:00,93.9383
2026-05-10 13:40:00,93.7482
,
2026-05-11 06:20:00,61.9528
2026-05-11 06:40:00,90.6125
2026-05-11 07:00:00,94.14
2026-05-11 07:20:00,94.0467
2026-05-11 07:40:00,94.2908
2026-05-11 08:00:00,94.1225
2026-05-11 08:20:00,93.8156
,
2026-05-11 10:40:00,59.4032
2026-05-11 11:00:00,90.6067
2026-05-11 11:20:00,94.0875
2026-05-11 11:40:00,93.7859
,
2026-05-11 12:20:00,94.3937
2026-05-11 12:40:00,94.0117
2026-05-11 13:00:00,94.4967
2026-05-11 13:20:00,94.16
,
2026-05-12 07:40:00,76.3202
2026-05-12 08:00:00,93.0817
2026-05-12 08:20:00,93.675
2026-05-12 08:40:00,93.725
,
2026-05-12 10:20:00,79.8186
2026-05-12 10:40:00,93.1975
2026-05-12 11:00:00,93.3808
2026-05-12 11:20:00,93.5478
,
2026-05-12 12:40:00,79.3933
2026-05-12 13:00:00,93.4781
,
2026-05-12 14:00:00,93.9849
2026-05-12 14:20:00,94.0827
,
2026-05-13 07:40:00,48.975
2026-05-13 08:00:00,86.5825
2026-05-13 08:20:00,93.8725
2026-05-13 08:40:00,94.1933
2026-05-13 09:00:00,94.5433
2026-05-13 09:20:00,94.4308
2026-05-13 09:40:00,94.2492
,
2026-05-13 12:00:00,54.1263
2026-05-13 12:20:00,88.425
2026-05-13 12:40:00,94.0608
2026-05-13 13:00:00,94.2326
,
2026-05-13 13:00:00,94.1923
2026-05-13 13:20:00,94.4769
,
2026-05-13 13:40:00,94.42
2026-05-13 14:00:00,94.4533
2026-05-13 14:20:00,94.3687
,
2026-05-14 08:00:00,72.8986
2026-05-14 08:20:00,92.5208
2026-05-14 08:40:00,93.6185
,
2026-05-14 09:20:00,72.3
2026-05-14 09:40:00,91.6533
2026-05-14 10:00:00,93.7567
2026-05-14 10:20:00,93.5064
,
2026-05-14 11:00:00,84.2628
2026-05-14 11:20:00,93.39
,
2026-05-14 12:20:00,93.9857
2026-05-14 12:40:00,93.8784
,
2026-05-15 06:40:00,75.6095
2026-05-15 07:00:00,92.7625
2026-05-15 07:20:00,93.2643
,
2026-05-15 08:00:00,56.15
2026-05-15 08:20:00,85.9183
2026-05-15 08:40:00,93.3575
2026-05-15 09:00:00,93.3468
,
2026-05-15 10:00:00,67.1343
2026-05-15 10:20:00,90.9933
2026-05-15 10:40:00,93.6142
2026-05-15 11:00:00,94.0541
,
2026-05-15 11:40:00,94.1649
2026-05-15 12:00:00,94.02
2026-05-15 12:20:00,93.7551
,
2026-05-16 08:00:00,80.05
2026-05-16 08:20:00,93.6033
2026-05-16 08:40:00,93.995
2026-05-16 09:00:00,93.885
2026-05-16 09:20:00,93.8429
,
2026-05-16 11:20:00,76.1531
2026-05-16 11:40:00,93.31
2026-05-16 12:00:00,94.4565
,
2026-05-16 12:40:00,93.7422
2026-05-16 13:00:00,93.9492
2026-05-16 13:20:00,93.9346
,
2026-05-17 07:20:00,55.9417
2026-05-17 07:40:00,89.36
2026-05-17 08:00:00,94.4217
2026-05-17 08:20:00,93.9867
2026-05-17 08:40:00,93.9192
,
2026-05-17 09:40:00,65.3625
2026-05-17 10:00:00,90.3108
2026-05-17 10:20:00,94.6034
,
2026-05-17 11:20:00,94.8
2026-05-17 11:40:00,94.635
2026-05-17 12:00:00,94.092
,
2026-05-18 08:20:00,70.2767
2026-05-18 08:40:00,92.6858
2026-05-18 09:00:00,93.7025
2026-05-18 09:20:00,94.0086
,
2026-05-18 10:00:00,93.4239
2026-05-18 10:20:00,93.2
2026-05-18 10:40:00,93.4908
2026-05-18 11:00:00,93.9625
2026-05-18 11:20:00,93.8067
2026-05-18 11:40:00,93.69
2026-05-18 12:00:00,93.6632
,
2026-05-19 07:00:00,79.349
2026-05-19 07:20:00,93.8175
2026-05-19 07:40:00,94.3617
2026-05-19 08:00:00,94.2083
2026-05-19 08:20:00,94.4
,
2026-05-19 09:00:00,94.0529
2026-05-19 09:20:00,94.0392
2026-05-19 09:40:00,94.1642
2026-05-19 10:00:00,94.4008
2026-05-19 10:20:00,94.2017
2026-05-19 10:40:00,94.6017
2026-05-19 11:00:00,94.2905
,
2026-05-20 07:20:00,70.4074
2026-05-20 07:40:00,93.0083
2026-05-20 08:00:00,94.4625
2026-05-20 08:20:00,94.3392
2026-05-20 08:40:00,94.3492
2026-05-20 09:00:00,94.23
2026-05-20 09:20:00,94.1115
,
2026-05-20 11:40:00,47.8
2026-05-20 12:00:00,86.4075
2026-05-20 12:20:00,94.76
2026-05-20 12:40:00,94.676
,
2026-05-20 13:40:00,95.0366
2026-05-20 14:00:00,94.6358
2026-05-20 14:20:00,94.2167
2026-05-20 14:40:00,94.2679
,
2026-05-21 06:00:00,74.2615
2026-05-21 06:20:00,92.8217
2026-05-21 06:40:00,93.4067
2026-05-21 07:00:00,93.5235
,
2026-05-21 08:20:00,79.8226
2026-05-21 08:40:00,93.5792
2026-05-21 09:00:00,93.9442
2026-05-21 09:20:00,93.89
,
2026-05-21 10:40:00,38.45
2026-05-21 11:00:00,82.7133
2026-05-21 11:20:00,93.555
2026-05-21 11:40:00,93.7208
,
2026-05-21 12:20:00,93.7
2026-05-21 12:40:00,93.6825
2026-05-21 13:00:00,93.5165
,
2026-05-22 07:40:00,71.3106
2026-05-22 08:00:00,92.3033
2026-05-22 08:20:00,93.4617
2026-05-22 08:40:00,93.6892
2026-05-22 09:00:00,93.9433
2026-05-22 09:20:00,94.1058
2026-05-22 09:40:00,93.7803
,
2026-05-22 11:20:00,81.1548
2026-05-22 11:40:00,93.43
2026-05-22 12:00:00,93.352
,
2026-05-22 12:40:00,94.4656
2026-05-22 13:00:00,93.8325
2026-05-22 13:20:00,93.6675
2026-05-22 13:40:00,93.3677
,
2026-05-23 07:00:00,42.9333
2026-05-23 07:20:00,84.3242
2026-05-23 07:40:00,93.9308
2026-05-23 08:00:00,94.2492
2026-05-23 08:20:00,94.08
2026-05-23 08:40:00,93.7357
,
2026-05-23 10:00:00,82.8232
2026-05-23 10:20:00,94.4658
2026-05-23 10:40:00,94.55
,
2026-05-23 11:00:00,94.5379
2026-05-23 11:20:00,94.645
2026-05-23 11:40:00,94.7542
2026-05-23 12:00:00,94.7
,
2026-05-24 06:00:00,44.9
2026-05-24 06:20:00,85.7158
2026-05-24 06:40:00,93.1967
2026-05-24 07:00:00,93.5358
2026-05-24 07:20:00,93.7417
,
2026-05-24 09:40:00,80.6592
2026-05-24 10:00:00,93.4408
2026-05-24 10:20:00,93.6991
,
2026-05-24 11:40:00,77.5645
2026-05-24 12:00:00,92.9833
,
2026-05-24 12:20:00,93.7
,
2026-05-24 13:20:00,93.5416
2026-05-24 13:40:00,93.6233
,
2026-05-25 06:20:00,80.1417
2026-05-25 06:40:00,93.5033
2026-05-25 07:00:00,93.7083
2026-05-25 07:20:00,93.9908
2026-05-25 07:40:00,93.9673
,
2026-05-25 10:00:00,80.2518
2026-05-25 10:20:00,93.46
2026-05-25 10:40:00,93.9
,
2026-05-26 08:20:00,74.1051
2026-05-26 08:40:00,93.5825
2026-05-26 09:00:00,93.74
2026-05-26 09:20:00,93.5
,
2026-05-26 09:40:00,93.6538
2026-05-26 10:00:00,93.6092
2026-05-26 10:20:00,93.8492
2026-05-26 10:40:00,93.6175
2026-05-26 11:00:00,93.6225
2026-05-26 11:20:00,93.3017
2026-05-26 11:40:00,93.4733
2026-05-26 12:00:00,93.7495
,
2026-05-27 06:40:00,77.4286
2026-05-27 07:00:00,93.5208
2026-05-27 07:20:00,94.31
2026-05-27 07:40:00,94.0458
2026-05-27 08:00:00,93.9808
2026-05-27 08:20:00,94.0292
,
2026-05-27 10:00:00,78.2071
2026-05-27 10:20:00,93.7075
2026-05-27 10:40:00,94.28
2026-05-27 11:00:00,94.3891
,
2026-05-27 11:20:00,94.1067
2026-05-27 11:40:00,94.0842
2026-05-27 12:00:00,94.1275
2026-05-27 12:20:00,94.1
,
2026-05-28 06:20:00,81.9717
2026-05-28 06:40:00,93.7158
2026-05-28 07:00:00,94.1608
,
2026-05-28 09:20:00,73.9561
2026-05-28 09:40:00,93.3617
2026-05-28 10:00:00,94.0634
,
2026-05-28 11:00:00,61.1211
2026-05-28 11:20:00,89.6833
2026-05-28 11:40:00,94.1742
,
2026-05-28 13:00:00,94.0
,
2026-05-29 06:00:00,60.5278
2026-05-29 06:20:00,90.3983
2026-05-29 06:40:00,93.5983
2026-05-29 07:00:00,93.9333
,
2026-05-29 07:20:00,77.2262
2026-05-29 07:40:00,92.4725
2026-05-29 08:00:00,93.95
,
2026-05-29 10:00:00,80.5768
2026-05-29 10:20:00,93.58
2026-05-29 10:40:00,93.6571
,
2026-05-29 11:20:00,93.3955
2026-05-29 11:40:00,94.1608
2026-05-29 12:00:00,93.6539
,
2026-05-30 06:40:00,78.0833
2026-05-30 07:00:00,93.7317
2026-05-30 07:20:00,94.17
2026-05-30 07:40:00,94.08
2026-05-30 08:00:00,93.8117
2026-05-30 08:20:00,93.978
,
2026-05-30 10:00:00,81.544
2026-05-30 10:20:00,93.6392
2026-05-30 10:40:00,93.9944
,
2026-05-30 11:20:00,94.141
2026-05-30 11:40:00,94.0775
2026-05-30 12:00:00,94.1308
2026-05-30 12:20:00,94.5933
2026-05-30 12:40:00,94.6189
,
2026-05-31 08:00:00,70.5333
2026-05-31 08:20:00,92.6908
2026-05-31 08:40:00,93.9075
2026-05-31 09:00:00,93.6458
2026-05-31 09:20:00,93.8058
2026-05-31 09:40:00,93.8233
2026-05-31 10:00:00,93.9983
,
2026-05-31 11:00:00,81.3633
2026-05-31 11:20:00,93.2192
2026-05-31 11:40:00,93.6808
2026-05-31 12:00:00,93.8
,
2026-05-31 12:40:00,94.1855
2026-05-31 13:00:00,93.98
2026-05-31 13:20:00,93.8708
2026-05-31 13:40:00,93.88
,
2026-06-01 07:20:00,49.5333
2026-06-01 07:40:00,86.8275
2026-06-01 08:00:00,94.5042
2026-06-01 08:20:00,94.1658
2026-06-01 08:40:00,94.4083
2026-06-01 09:00:00,94.6287
,
2026-06-01 10:40:00,81.1869
2026-06-01 11:00:00,94.8167
2026-06-01 11:20:00,94.8375
,
2026-06-01 11:20:00,94.9155
,
2026-06-01 12:00:00,93.9707
2026-06-01 12:20:00,94.535
2026-06-01 12:40:00,94.4625
2026-06-01 13:00:00,94.5217
2026-06-01 13:20:00,94.3901
,
2026-06-02 06:00:00,73.847
2026-06-02 06:20:00,93.4042
2026-06-02 06:40:00,94.5142
2026-06-02 07:00:00,94.3592
2026-06-02 07:20:00,94.2642
2026-06-02 07:40:00,93.8673
,
2026-06-02 09:00:00,78.3521
2026-06-02 09:20:00,93.4833
2026-06-02 09:40:00,94.215
2026-06-02 10:00:00,94.3
,
2026-06-02 10:40:00,95.0688
2026-06-02 11:00:00,94.6517
2026-06-02 11:20:00,94.6983
2026-06-02 11:40:00,94.3564
,
2026-06-03 06:00:00,81.2342
2026-06-03 06:20:00,93.96
2026-06-03 06:40:00,94.22
2026-06-03 07:00:00,94.1588
,
2026-06-03 08:00:00,68.0568
2026-06-03 08:20:00,91.7167
2026-06-03 08:40:00,93.8875
2026-06-03 09:00:00,93.7878
,
2026-06-03 10:20:00,74.4246
2026-06-03 10:40:00,93.1458
2026-06-03 11:00:00,94.2308
2026-06-03 11:20:00,94.6013
,
2026-06-03 12:20:00,94.3038
2026-06-03 12:40:00,94.272
,
2026-06-04 07:40:00,66.3896
2026-06-04 08:00:00,91.9542
2026-06-04 08:20:00,93.6817
2026-06-04 08:40:00,93.2125
2026-06-04 09:00:00,93.6908
2026-06-04 09:20:00,94.4626
,
2026-06-04 10:00:00,94.0551
2026-06-04 10:20:00,94.1542
2026-06-04 10:40:00,93.9542
2026-06-04 11:00:00,93.6583
2026-06-04 11:20:00,93.9167
,
2026-06-05 06:20:00,80.5649
2026-06-05 06:40:00,93.6542
2026-06-05 07:00:00,93.9875
2026-06-05 07:20:00,93.9167
2026-06-05 07:40:00,93.8345
,
2026-06-05 10:00:00,37.1667
2026-06-05 10:20:00,82.4625
2026-06-05 10:40:00,93.3008
2026-06-05 11:00:00,93.8957
,
2026-06-05 11:00:00,94.6971
2026-06-05 11:20:00,94.8189
,
2026-06-05 12:20:00,93.8571
,
2026-06-06 08:00:00,77.1833
2026-06-06 08:20:00,93.0242
2026-06-06 08:40:00,93.6783
2026-06-06 09:00:00,93.7625
2026-06-06 09:20:00,93.9567
2026-06-06 09:40:00,93.9231
,
2026-06-06 11:20:00,72.0705
2026-06-06 11:40:00,92.5992
2026-06-06 12:00:00,93.7491
,
2026-06-06 13:00:00,94.1176
2026-06-06 13:20:00,94.1967
2026-06-06 13:40:00,94.0842
2026-06-06 14:00:00,93.9842
2026-06-06 14:20:00,93.9353
,
2026-06-07 07:20:00,79.6698
2026-06-07 07:40:00,93.985
2026-06-07 08:00:00,94.4708
2026-06-07 08:20:00,94.7831
,
2026-06-07 10:20:00,82.1774
2026-06-07 10:40:00,94.2093
,
2026-06-07 11:00:00,94.6
2026-06-07 11:20:00,94.5058
2026-06-07 11:40:00,94.5608
2026-06-07 12:00:00,94.4567
2026-06-07 12:20:00,94.2091
,
2026-06-08 07:00:00,51.2556
2026-06-08 07:20:00,87.6192
2026-06-08 07:40:00,93.6292
2026-06-08 08:00:00,93.6933
2026-06-08 08:20:00,93.61
2026-06-08 08:40:00,93.8433
2026-06-08 09:00:00,93.8
,
2026-06-08 10:40:00,45.75
2026-06-08 11:00:00,85.6467
2026-06-08 11:20:00,93.5308
2026-06-08 11:40:00,93.91
,
2026-06-08 12:40:00,94.1264
2026-06-08 13:00:00,93.8016
,
2026-06-09 06:00:00,51.7444
2026-06-09 06:20:00,87.9
2026-06-09 06:40:00,93.9408
2026-06-09 07:00:00,94.0425
2026-06-09 07:20:00,94.1125
2026-06-09 07:40:00,94.1823
,
2026-06-09 09:40:00,58.2821
2026-06-09 10:00:00,89.93
2026-06-09 10:20:00,93.8226
,
2026-06-09 10:40:00,94.49
2026-06-09 11:00:00,94.9508
2026-06-09 11:20:00,94.2642
2026-06-09 11:40:00,94.0657
,
2026-06-10 07:00:00,66.7262
2026-06-10 07:20:00,91.8867
2026-06-10 07:40:00,94.6375
2026-06-10 08:00:00,94.2542
2026-06-10 08:20:00,94.54
2026-06-10 08:40:00,94.5611
,
2026-06-10 09:20:00,94.5753
2026-06-10 09:40:00,94.6283
2026-06-10 10:00:00,94.8317
2026-06-10 10:20:00,94.665
2026-06-10 10:40:00,94.1295
,
2026-06-11 08:00:00,75.8103
2026-06-11 08:20:00,93.4683
2026-06-11 08:40:00,94.0283
2026-06-11 09:00:00,94.4075
2026-06-11 09:20:00,94.1633
2026-06-11 09:40:00,93.905
,
2026-06-11 10:40:00,57.15
2026-06-11 11:00:00,88.2867
2026-06-11 11:20:00,94.2
,
2026-06-11 12:40:00,94.4196
2026-06-11 13:00:00,94.3742
2026-06-11 13:20:00,94.2608
2026-06-11 13:40:00,94.4
,
2026-06-12 06:40:00,38.15
2026-06-12 07:00:00,83.1142
2026-06-12 07:20:00,93.2917
2026-06-12 07:40:00,93.5917
2026-06-12 08:00:00,93.825
2026-06-12 08:20:00,93.8511
,
2026-06-12 09:00:00,93.6425
2026-06-12 09:20:00,93.5892
2026-06-12 09:40:00,93.6933
2026-06-12 10:00:00,93.5733
2026-06-12 10:20:00,93.58
2026-06-12 10:40:00,93.5067
2026-06-12 11:00:00,93.1576
,
2026-06-13 07:40:00,41.1667
2026-06-13 08:00:00,83.9592
2026-06-13 08:20:00,93.8825
2026-06-13 08:40:00,94.3303
,
2026-06-13 10:00:00,73.1182
2026-06-13 10:20:00,92.7717
2026-06-13 10:40:00,93.97
2026-06-13 11:00:00,93.9
,
