timestamp,engine_load_pct
2026-05-05 06:00:00,43.2318
,
2026-05-05 06:00:00,33.0122
2026-05-05 06:20:00,28.2783
2026-05-05 06:40:00,36.105
2026-05-05 07:00:00,48.4111
,
2026-05-05 07:20:00,33.4583
2026-05-05 07:40:00,31.3042
2026-05-05 08:00:00,32.9908
2026-05-05 08:20:00,32.0042
2026-05-05 08:40:00,33.0758
2026-05-05 09:00:00,34.8
2026-05-05 09:20:00,34.0083
,
2026-05-06 07:00:00,40.7875
2026-05-06 07:20:00,32.8342
2026-05-06 07:40:00,36.14
2026-05-06 08:00:00,32.7025
2026-05-06 08:20:00,34.41
2026-05-06 08:40:00,34.8158
2026-05-06 09:00:00,31.0341
,
2026-05-06 10:00:00,41.5143
2026-05-06 10:20:00,31.9783
2026-05-06 10:40:00,34.8025
2026-05-06 11:00:00,40.4728
,
2026-05-06 11:20:00,35.6736
,
2026-05-06 12:00:00,32.6258
2026-05-06 12:20:00,29.2483
2026-05-06 12:40:00,35.2908
2026-05-06 13:00:00,28.9
,
2026-05-07 06:00:00,35.1795
2026-05-07 06:20:00,35.5733
2026-05-07 06:40:00,30.5825
2026-05-07 07:00:00,30.2583
2026-05-07 07:20:00,35.4917
2026-05-07 07:40:00,32.3968
,
2026-05-07 10:00:00,38.9036
2026-05-07 10:20:00,32.4817
2026-05-07 10:40:00,34.6592
2026-05-07 11:00:00,36.0533
,
2026-05-07 12:00:00,34.2369
2026-05-07 12:20:00,34.4258
2026-05-07 12:40:00,32.7925
2026-05-07 13:00:00,31.995
,
2026-05-08 06:40:00,37.2042
2026-05-08 07:00:00,31.8483
2026-05-08 07:20:00,32.5425
2026-05-08 07:40:00,32.9317
2026-05-08 08:00:00,36.15
,
2026-05-08 09:40:00,38.1491
2026-05-08 10:00:00,25.2742
2026-05-08 10:20:00,32.8858
2026-05-08 10:40:00,33.7818
,
2026-05-08 12:20:00,36.3492
2026-05-08 12:40:00,30.935
2026-05-08 13:00:00,42.05
,
2026-05-08 13:40:00,30.8073
2026-05-08 14:00:00,31.2967
,
2026-05-09 07:20:00,32.4483
2026-05-09 07:40:00,34.96
2026-05-09 08:00:00,34.1275
2026-05-09 08:20:00,30.6118
,
2026-05-09 09:40:00,36.8188
2026-05-09 10:00:00,30.245
2026-05-09 10:20:00,35.8767
2026-05-09 10:40:00,33.1308
2026-05-09 11:00:00,29.9211
,
2026-05-09 11:20:00,34.0371
2026-05-09 11:40:00,34.6092
2026-05-09 12:00:00,39.3236
,
2026-05-09 12:40:00,29.02
2026-05-09 13:00:00,34.2108
2026-05-09 13:20:00,32.8
,
2026-05-10 07:20:00,37.25
2026-05-10 07:40:00,34.5442
2026-05-10 08:00:00,34.7808
2026-05-10 08:20:00,32.8092
2026-05-10 08:40:00,35.0867
2026-05-10 09:00:00,29.5392
2026-05-10 09:20:00,31.7714
,
2026-05-10 11:00:00,35.6493
2026-05-10 11:20:00,23.1883
2026-05-10 11:40:00,31.98
2026-05-10 12:00:00,37.9899
,
2026-05-10 12:20:00,31.23
2026-05-10 12:40:00,57.3294
,
2026-05-10 13:00:00,34.6604
2026-05-10 13:20:00,35.575
2026-05-10 13:40:00,33.9473
,
2026-05-11 06:20:00,43.5167
2026-05-11 06:40:00,34.7933
2026-05-11 07:00:00,31.3725
2026-05-11 07:20:00,29.5567
2026-05-11 07:40:00,33.185
2026-05-11 08:00:00,31.1125
2026-05-11 08:20:00,34.0091
,
2026-05-11 10:40:00,37.0935
2026-05-11 11:00:00,28.7033
2026-05-11 11:20:00,33.225
2026-05-11 11:40:00,35.9321
,
2026-05-11 12:20:00,34.2051
2026-05-11 12:40:00,31.6367
2026-05-11 13:00:00,30.5608
2026-05-11 13:20:00,31.5077
,
2026-05-12 07:40:00,35.3012
2026-05-12 08:00:00,34.0458
2026-05-12 08:20:00,34.2733
2026-05-12 08:40:00,31.825
,
2026-05-12 10:20:00,34.9882
2026-05-12 10:40:00,32.7983
2026-05-12 11:00:00,35.0275
2026-05-12 11:20:00,32.2582
,
2026-05-12 12:40:00,35.2843
2026-05-12 13:00:00,35.9733
,
2026-05-12 14:00:00,36.4918
2026-05-12 14:20:00,32.4364
,
2026-05-13 07:40:00,46.6167
2026-05-13 08:00:00,33.2417
2026-05-13 08:20:00,34.7942
2026-05-13 08:40:00,29.9125
2026-05-13 09:00:00,33.0942
2026-05-13 09:20:00,34.5025
2026-05-13 09:40:00,31.9477
,
2026-05-13 12:00:00,40.4
2026-05-13 12:20:00,33.3808
2026-05-13 12:40:00,35.5425
2026-05-13 13:00:00,37.4744
,
2026-05-13 13:00:00,46.7846
2026-05-13 13:20:00,44.0692
,
2026-05-13 13:40:00,28.3467
2026-05-13 14:00:00,36.9975
2026-05-13 14:20:00,30.6243
,
2026-05-14 08:00:00,34.4306
2026-05-14 08:20:00,30.8792
2026-05-14 08:40:00,27.1031
,
2026-05-14 09:20:00,38.7243
2026-05-14 09:40:00,29.3367
2026-05-14 10:00:00,34.8
2026-05-14 10:20:00,31.8277
,
2026-05-14 11:00:00,33.8384
2026-05-14 11:20:00,36.485
,
2026-05-14 12:20:00,30.0265
2026-05-14 12:40:00,31.7627
,
2026-05-15 06:40:00,35.794
2026-05-15 07:00:00,33.4825
2026-05-15 07:20:00,33.6696
,
2026-05-15 08:00:00,60.55
2026-05-15 08:20:00,35.18
2026-05-15 08:40:00,34.3925
2026-05-15 09:00:00,35.119
,
2026-05-15 10:00:00,35.9886
2026-05-15 10:20:00,35.61
2026-05-15 10:40:00,33.1842
2026-05-15 11:00:00,40.1262
,
2026-05-15 11:40:00,28.0432
2026-05-15 12:00:00,32.3092
2026-05-15 12:20:00,34.3103
,
2026-05-16 08:00:00,36.8713
2026-05-16 08:20:00,32.6108
2026-05-16 08:40:00,34.2567
2026-05-16 09:00:00,33.2917
2026-05-16 09:20:00,32.4095
,
2026-05-16 11:20:00,32.4852
2026-05-16 11:40:00,29.9608
2026-05-16 12:00:00,37.3468
,
2026-05-16 12:40:00,33.5614
2026-05-16 13:00:00,31.38
2026-05-16 13:20:00,32.4308
,
2026-05-17 07:20:00,37.3583
2026-05-17 07:40:00,31.61
2026-05-17 08:00:00,34.2075
2026-05-17 08:20:00,33.7375
2026-05-17 08:40:00,32.1967
,
2026-05-17 09:40:00,42.8875
2026-05-17 10:00:00,28.565
2026-05-17 10:20:00,34.4009
,
2026-05-17 11:20:00,29.1688
2026-05-17 11:40:00,35.1467
2026-05-17 12:00:00,33.1911
,
2026-05-18 08:20:00,34.7383
2026-05-18 08:40:00,34.5542
2026-05-18 09:00:00,35.3992
2026-05-18 09:20:00,35.5284
,
2026-05-18 10:00:00,35.9194
2026-05-18 10:20:00,33.7642
2026-05-18 10:40:00,32.4733
2026-05-18 11:00:00,35.3658
2026-05-18 11:20:00,33.7342
2026-05-18 11:40:00,33.6017
2026-05-18 12:00:00,33.6368
,
2026-05-19 07:00:00,34.2177
2026-05-19 07:20:00,33.2083
2026-05-19 07:40:00,35.8192
2026-05-19 08:00:00,34.4233
2026-05-19 08:20:00,34.5125
,
2026-05-19 09:00:00,32.0735
2026-05-19 09:20:00,34.1783
2026-05-19 09:40:00,32.2417
2026-05-19 10:00:00,36.7167
2026-05-19 10:20:00,31.2958
2026-05-19 10:40:00,35.5308
2026-05-19 11:00:00,32.8892
,
2026-05-20 07:20:00,36.9611
2026-05-20 07:40:00,26.9783
2026-05-20 08:00:00,33.2917
2026-05-20 08:20:00,36.3425
2026-05-20 08:40:00,31.8917
2026-05-20 09:00:00,33.3517
2026-05-20 09:20:00,33.5639
,
2026-05-20 11:40:00,50.3455
2026-05-20 12:00:00,32.2233
2026-05-20 12:20:00,29.8767
2026-05-20 12:40:00,34.8479
,
2026-05-20 13:40:00,35.7659
2026-05-20 14:00:00,31.5708
2026-05-20 14:20:00,32.2925
2026-05-20 14:40:00,31.7415
,
2026-05-21 06:00:00,35.1128
2026-05-21 06:20:00,32.79
2026-05-21 06:40:00,35.5717
2026-05-21 07:00:00,33.0988
,
2026-05-21 08:20:00,36.5989
2026-05-21 08:40:00,33.3975
2026-05-21 09:00:00,32.52
2026-05-21 09:20:00,23.59
,
2026-05-21 10:40:00,54.85
2026-05-21 11:00:00,35.8625
2026-05-21 11:20:00,34.0583
2026-05-21 11:40:00,37.7415
,
2026-05-21 12:20:00,32.4528
2026-05-21 12:40:00,33.8333
2026-05-21 13:00:00,35.0615
,
2026-05-22 07:40:00,36.8333
2026-05-22 08:00:00,29.9633
2026-05-22 08:20:00,34.7925
2026-05-22 08:40:00,34.6975
2026-05-22 09:00:00,32.075
2026-05-22 09:20:00,35.9142
2026-05-22 09:40:00,33.6634
,
2026-05-22 11:20:00,35.0183
2026-05-22 11:40:00,33.9058
2026-05-22 12:00:00,36.295
,
2026-05-22 12:40:00,31.6094
2026-05-22 13:00:00,34.39
2026-05-22 13:20:00,33.97
2026-05-22 13:40:00,32.6479
,
2026-05-23 07:00:00,52.2333
2026-05-23 07:20:00,33.305
2026-05-23 07:40:00,30.6533
2026-05-23 08:00:00,32.075
2026-05-23 08:20:00,34.1067
2026-05-23 08:40:00,35.7929
,
2026-05-23 10:00:00,31.3339
2026-05-23 10:20:00,31.0033
2026-05-23 10:40:00,33.0
,
2026-05-23 11:00:00,34.5724
2026-05-23 11:20:00,32.1058
2026-05-23 11:40:00,32.4225
2026-05-23 12:00:00,29.6
,
2026-05-24 06:00:00,46.4917
2026-05-24 06:20:00,34.2275
2026-05-24 06:40:00,34.5867
2026-05-24 07:00:00,33.3442
2026-05-24 07:20:00,33.2771
,
2026-05-24 09:40:00,35.4217
2026-05-24 10:00:00,35.045
2026-05-24 10:20:00,32.8745
,
2026-05-24 11:40:00,39.6447
2026-05-24 12:00:00,39.3878
,
2026-05-24 12:20:00,37.1765
,
2026-05-24 13:20:00,34.7506
2026-05-24 13:40:00,33.2796
,
2026-05-25 06:20:00,36.4583
2026-05-25 06:40:00,32.7067
2026-05-25 07:00:00,34.3067
2026-05-25 07:20:00,34.185
2026-05-25 07:40:00,30.4577
,
2026-05-25 10:00:00,35.6191
2026-05-25 10:20:00,34.38
2026-05-25 10:40:00,32.57
,
2026-05-26 08:20:00,35.9744
2026-05-26 08:40:00,23.8858
2026-05-26 09:00:00,35.8483
2026-05-26 09:20:00,37.24
,
2026-05-26 09:40:00,41.9077
2026-05-26 10:00:00,34.3067
2026-05-26 10:20:00,27.6408
2026-05-26 10:40:00,34.7575
2026-05-26 11:00:00,35.6308
2026-05-26 11:20:00,33.8458
2026-05-26 11:40:00,34.2108
2026-05-26 12:00:00,33.5112
,
2026-05-27 06:40:00,34.3
2026-05-27 07:00:00,35.3275
2026-05-27 07:20:00,34.25
2026-05-27 07:40:00,33.8833
2026-05-27 08:00:00,33.4925
2026-05-27 08:20:00,31.9833
,
2026-05-27 10:00:00,35.4798
2026-05-27 10:20:00,34.1233
2026-05-27 10:40:00,33.31
2026-05-27 11:00:00,39.8091
,
2026-05-27 11:20:00,33.1886
2026-05-27 11:40:00,34.225
2026-05-27 12:00:00,33.9517
2026-05-27 12:20:00,41.4
,
2026-05-28 06:20:00,33.5417
2026-05-28 06:40:00,33.9125
2026-05-28 07:00:00,34.4147
,
2026-05-28 09:20:00,29.2364
2026-05-28 09:40:00,34.3283
2026-05-28 10:00:00,32.3155
,
2026-05-28 11:00:00,38.1211
2026-05-28 11:20:00,33.6875
2026-05-28 11:40:00,38.0649
,
2026-05-28 13:00:00,31.6667
,
2026-05-29 06:00:00,37.575
2026-05-29 06:20:00,32.3575
2026-05-29 06:40:00,30.4333
2026-05-29 07:00:00,24.7167
,
2026-05-29 07:20:00,36.7071
2026-05-29 07:40:00,27.6108
2026-05-29 08:00:00,31.1436
,
2026-05-29 10:00:00,29.7884
2026-05-29 10:20:00,31.27
2026-05-29 10:40:00,40.1036
,
2026-05-29 11:20:00,31.127
2026-05-29 11:40:00,29.445
2026-05-29 12:00:00,33.9
,
2026-05-30 06:40:00,36.8633
2026-05-30 07:00:00,33.9342
2026-05-30 07:20:00,33.8617
2026-05-30 07:40:00,35.5308
